employee_index_id,full_name,first_name,last_name,date_of_birth,age,gender,marital_status,nationality,race,work_pass_type,mobile_number,personal_email,work_email,industry,job_title,employment_type,employment_status,employment_start_date,leave_taken,department
1144,Curtis Henderson,Curtis,Henderson,1988-10-25,37,Male,Married,Singaporean,Chinese,Citizen / PR,92077515,lorimartinez@hotmail.com,curtis.henderson@company.com,Wholesale,Inventory Coordinator,Contract,Active,2021-10-10,18,Finance
1145,Jennifer Spencer,Jennifer,Spencer,1986-01-30,39,Male,Divorced,Singaporean,Indian,Citizen / PR,90753971,lisaprice@schultz.biz,jennifer.spencer@company.com,Wholesale,Inventory Coordinator,Full-Time,Probation,2021-06-05,7,Finance
1146,Kevin Campbell,Kevin,Campbell,1988-05-14,37,Male,Married,Filipino,Malay,Employment Pass (EP),91353449,vbowen@gmail.com,kevin.campbell@company.com,Wholesale,Inventory Coordinator,Full-Time,Probation,2020-06-07,15,Operations
1147,Kimberly Valenzuela,Kimberly,Valenzuela,1993-02-18,32,Female,Divorced,Others,Others,Work Permit (WP),96984905,tgomez@luna.org,kimberly.valenzuela@company.com,Service,Service Coordinator,Contract,Probation,2023-01-24,0,Sales
1148,Robert Davis,Robert,Davis,1989-07-21,36,Male,Single,Myanmar,Eurasian,Work Permit (WP),96996506,donovansara@yahoo.com,robert.davis@company.com,Service,Service Manager,Contract,Active,2017-03-20,10,Product
1149,Tyler Jacobs,Tyler,Jacobs,1992-09-22,33,Male,Married,Singaporean,Malay,Citizen / PR,95182810,christopher15@hotmail.com,tyler.jacobs@company.com,Service,Operations Executive,Contract,Probation,2023-06-05,14,Operations
1150,Steve Cook,Steve,Cook,1998-05-22,27,Female,Married,Singaporean,Malay,Citizen / PR,91422319,lisashea@gmail.com,steve.cook@company.com,Service,Customer Service Officer,Full-Time,Active,2017-10-05,17,Human Resources
1151,Dean Smith,Dean,Smith,1970-08-30,55,Female,Divorced,Singaporean,Chinese,Citizen / PR,95706061,alexander06@gmail.com,dean.smith@company.com,Wholesale,Inventory Coordinator,Full-Time,Resigned,2015-11-27,8,Marketing
1152,Brian Johnson,Brian,Johnson,1995-10-03,30,Female,Single,Singaporean,Others,Citizen / PR,95986915,pbryant@burns.com,brian.johnson@company.com,IT,System Analyst,Part-Time,Active,2019-12-21,17,Product
1153,Logan Saunders,Logan,Saunders,2000-03-15,25,Female,Single,Singaporean,Indian,Citizen / PR,91005439,masonharrell@yahoo.com,logan.saunders@company.com,Wholesale,Wholesale Manager,Part-Time,Active,2017-05-15,12,Legal
1154,Marcus Tucker,Marcus,Tucker,1970-05-02,55,Female,Divorced,Malaysian,Others,LTVP,92036520,laurahill@hudson.com,marcus.tucker@company.com,Wholesale,Purchasing Executive,Full-Time,Active,2023-12-02,7,Sales
1155,Candace Price,Candace,Price,1997-06-01,28,Male,Single,Singaporean,Others,Citizen / PR,97771343,gmoore@gmail.com,candace.price@company.com,IT,IT Manager,Contract,Active,2016-10-15,3,Finance
1156,Julie Woods,Julie,Woods,1965-01-12,60,Female,Divorced,Singaporean,Others,Citizen / PR,94209390,bradley29@yahoo.com,julie.woods@company.com,Wholesale,Purchasing Executive,Contract,Active,2020-09-24,8,Human Resources
1157,Stacey Diaz,Stacey,Diaz,1987-09-15,38,Female,Divorced,Indonesian,Malay,Employment Pass (EP),93448661,jessica82@morgan.com,stacey.diaz@company.com,IT,Database Administrator,Contract,Resigned,2018-01-07,7,Legal
1158,Douglas Hunter,Douglas,Hunter,1982-07-28,43,Male,Single,Others,Malay,Work Permit (WP),90323026,barnesbarbara@brewer-king.info,douglas.hunter@company.com,IT,AI Engineer,Part-Time,Resigned,2025-07-22,12,Engineering
1159,Ryan Harris,Ryan,Harris,1969-03-23,56,Male,Married,Singaporean,Malay,Citizen / PR,92351770,franciscomurphy@hotmail.com,ryan.harris@company.com,Service,Customer Service Officer,Full-Time,Probation,2021-01-31,17,Marketing
1160,Karina Allison,Karina,Allison,1992-04-27,33,Female,Married,Singaporean,Others,Citizen / PR,93613927,jasonunderwood@willis-stevenson.com,karina.allison@company.com,IT,IT Manager,Part-Time,Resigned,2016-03-20,10,Operations
1161,Toni Williams,Toni,Williams,1993-05-30,32,Female,Married,Singaporean,Chinese,Citizen / PR,98017346,woodscorey@thomas-garcia.com,toni.williams@company.com,Wholesale,Warehouse Manager,Part-Time,Active,2016-08-31,7,Product
1162,Blake Washington,Blake,Washington,1986-03-18,39,Female,Divorced,Singaporean,Eurasian,Citizen / PR,91590430,mitchelljennifer@gmail.com,blake.washington@company.com,IT,IT Manager,Full-Time,Active,2021-10-04,3,Finance
1163,Mark Haley,Mark,Haley,1999-01-13,26,Female,Single,Bangladeshi,Eurasian,LTVP,94717089,parsonsanna@mclean.com,mark.haley@company.com,IT,System Analyst,Full-Time,Probation,2018-04-11,18,Operations
1164,Amy Chen,Amy,Chen,1984-10-25,41,Male,Married,Singaporean,Others,Citizen / PR,98949585,carterkenneth@black.org,amy.chen@company.com,IT,Software Engineer,Part-Time,Resigned,2023-02-24,15,Marketing
1165,Joy Arnold,Joy,Arnold,1972-06-27,53,Female,Divorced,Singaporean,Chinese,Citizen / PR,91740030,kristingonzalez@hotmail.com,joy.arnold@company.com,Service,Service Manager,Contract,Active,2024-07-06,9,Engineering
1166,Brian Rivas,Brian,Rivas,2000-01-05,25,Male,Married,Singaporean,Indian,Citizen / PR,92205105,jenniferlee@gmail.com,brian.rivas@company.com,Wholesale,Wholesale Manager,Contract,Resigned,2020-09-16,8,Legal
1167,Gregory Conner,Gregory,Conner,1989-09-28,36,Male,Single,Indonesian,Chinese,Employment Pass (EP),93582978,kleintheresa@hotmail.com,gregory.conner@company.com,Service,Operations Executive,Contract,Active,2020-04-16,19,Finance
1168,John Huff,John,Huff,1996-02-07,29,Female,Married,Singaporean,Indian,Citizen / PR,98583701,maria83@gmail.com,john.huff@company.com,Service,Service Coordinator,Contract,Resigned,2017-05-21,1,IT Support
1169,Michele Ayala,Michele,Ayala,1991-02-25,34,Male,Single,Singaporean,Malay,Citizen / PR,97126355,georgegay@gmail.com,michele.ayala@company.com,Wholesale,Wholesale Manager,Full-Time,Probation,2025-09-03,1,Finance
1170,Theresa Elliott,Theresa,Elliott,2000-05-15,25,Female,Married,Indonesian,Others,Employment Pass (EP),90724774,xdiaz@robinson.com,theresa.elliott@company.com,IT,DevOps Engineer,Full-Time,Resigned,2018-12-22,5,Human Resources
1171,Thomas Casey,Thomas,Casey,1996-05-27,29,Male,Single,Filipino,Chinese,Work Permit (WP),91311000,starkkirk@yahoo.com,thomas.casey@company.com,Wholesale,Inventory Coordinator,Contract,Resigned,2018-12-08,6,Legal
1172,Erika Bryant,Erika,Bryant,1978-08-17,47,Male,Single,Singaporean,Malay,Citizen / PR,90730069,nrodriguez@williams-barrett.com,erika.bryant@company.com,Wholesale,Supplier Relations Officer,Contract,Probation,2020-02-25,18,Legal
1173,Stephen Fitzgerald,Stephen,Fitzgerald,1978-08-10,47,Male,Divorced,Singaporean,Others,Citizen / PR,98207563,frank65@wade.biz,stephen.fitzgerald@company.com,Service,Service Coordinator,Contract,Resigned,2019-09-30,8,IT Support
1174,Julie Ward,Julie,Ward,1972-12-17,53,Male,Married,Myanmar,Malay,Work Permit (WP),93113012,huffkristy@gmail.com,julie.ward@company.com,Wholesale,Supplier Relations Officer,Part-Time,Active,2023-02-16,1,Operations
1175,John Ortiz,John,Ortiz,1973-01-03,52,Male,Divorced,Singaporean,Indian,Citizen / PR,90579977,johnevans@gmail.com,john.ortiz@company.com,Wholesale,Wholesale Manager,Part-Time,Resigned,2024-04-14,2,Legal
1176,Tiffany Thomas,Tiffany,Thomas,1992-03-23,33,Female,Divorced,Singaporean,Chinese,Citizen / PR,94790053,victoria45@gould.net,tiffany.thomas@company.com,Wholesale,Warehouse Manager,Full-Time,Probation,2017-02-03,6,Finance
1177,Robert Valdez,Robert,Valdez,1971-10-28,54,Male,Married,Singaporean,Others,Citizen / PR,91128798,craigramirez@hotmail.com,robert.valdez@company.com,Service,Field Service Technician,Full-Time,Resigned,2023-05-09,18,Finance
1178,Michael Davis,Michael,Davis,1998-07-01,27,Male,Divorced,Singaporean,Others,Citizen / PR,92337433,charlestaylor@martinez-deleon.biz,michael.davis@company.com,IT,Database Administrator,Part-Time,Resigned,2021-01-10,10,Finance
1179,Diana Day,Diana,Day,2001-09-22,24,Female,Divorced,Singaporean,Others,Citizen / PR,99528537,robertgordon@smith.info,diana.day@company.com,IT,Software Engineer,Full-Time,Active,2024-12-12,12,Human Resources
1180,Ryan Smith,Ryan,Smith,1976-08-01,49,Male,Divorced,Singaporean,Indian,Citizen / PR,94400517,xbryant@taylor.com,ryan.smith@company.com,Service,Customer Service Officer,Part-Time,Active,2021-07-09,9,Marketing
1181,Ashley Carr,Ashley,Carr,1974-05-20,51,Male,Married,Others,Others,Work Permit (WP),90327059,elizabethparsons@spencer.org,ashley.carr@company.com,IT,DevOps Engineer,Part-Time,Probation,2020-10-16,17,Sales
1182,Linda Drake,Linda,Drake,2004-09-26,21,Male,Single,Singaporean,Malay,Citizen / PR,99410957,marthawade@brown.com,linda.drake@company.com,Wholesale,Supplier Relations Officer,Full-Time,Resigned,2017-01-01,10,IT Support
1183,Michael Marquez,Michael,Marquez,1973-07-28,52,Male,Single,Singaporean,Others,Citizen / PR,91582316,bobbysmith@yahoo.com,michael.marquez@company.com,IT,DevOps Engineer,Part-Time,Probation,2019-05-26,19,IT Support
1184,James Gibson,James,Gibson,2004-06-23,21,Female,Married,Filipino,Eurasian,S Pass,99632342,westtracy@gmail.com,james.gibson@company.com,IT,DevOps Engineer,Part-Time,Resigned,2021-08-05,15,Finance
1185,Caleb Tucker,Caleb,Tucker,1984-09-13,41,Female,Single,Singaporean,Indian,Citizen / PR,94708852,rorozco@hotmail.com,caleb.tucker@company.com,Wholesale,Warehouse Manager,Part-Time,Probation,2016-11-20,19,Finance
1186,Ronald Ross,Ronald,Ross,2004-08-09,21,Female,Single,Thai,Indian,Employment Pass (EP),91722961,hallpaula@wood-prince.com,ronald.ross@company.com,IT,Network Engineer,Full-Time,Probation,2017-11-09,13,IT Support
1187,Jonathan Andrews,Jonathan,Andrews,1998-10-25,27,Female,Divorced,Singaporean,Indian,Citizen / PR,99514288,brandon31@gmail.com,jonathan.andrews@company.com,Service,Service Manager,Contract,Active,2025-04-24,6,IT Support
1188,Sarah Ryan,Sarah,Ryan,1996-12-09,29,Female,Divorced,Vietnamese,Others,Work Permit (WP),98235153,johnsweeney@anderson.com,sarah.ryan@company.com,Wholesale,Purchasing Executive,Part-Time,Active,2020-06-24,4,Legal
1189,Chase Odom,Chase,Odom,1969-11-09,56,Male,Single,Singaporean,Others,Citizen / PR,95785935,kerrseth@merritt-park.biz,chase.odom@company.com,Service,Service Manager,Full-Time,Active,2021-10-27,2,Engineering
1190,Shelly Roman,Shelly,Roman,1965-08-19,60,Male,Single,Singaporean,Indian,Citizen / PR,93419418,nthomas@yahoo.com,shelly.roman@company.com,Wholesale,Warehouse Manager,Full-Time,Resigned,2020-06-02,3,Finance
1191,Charlene Mueller,Charlene,Mueller,1967-09-23,58,Male,Divorced,Singaporean,Indian,Citizen / PR,96575437,terrancemccoy@yahoo.com,charlene.mueller@company.com,Service,Operations Executive,Full-Time,Resigned,2023-02-07,4,Marketing
1192,Stephen Carter,Stephen,Carter,1989-01-04,36,Male,Married,Filipino,Malay,Work Permit (WP),98833374,leslie82@hotmail.com,stephen.carter@company.com,Service,Service Coordinator,Contract,Active,2019-08-30,10,Engineering
1193,Colleen Huffman,Colleen,Huffman,1991-05-03,34,Male,Divorced,Singaporean,Eurasian,Citizen / PR,96720000,ireed@vega.com,colleen.huffman@company.com,IT,DevOps Engineer,Part-Time,Resigned,2025-10-03,18,Product
1194,Lauren Fleming,Lauren,Fleming,2001-03-07,24,Female,Divorced,Singaporean,Eurasian,Citizen / PR,96234326,isaiah52@gmail.com,lauren.fleming@company.com,Service,Operations Executive,Part-Time,Probation,2019-05-29,12,Legal
1195,Andre Mitchell,Andre,Mitchell,1984-12-08,41,Male,Married,Singaporean,Indian,Citizen / PR,97285545,stephenmarshall@bowman.net,andre.mitchell@company.com,Wholesale,Purchasing Executive,Full-Time,Probation,2017-06-26,18,IT Support
1196,Eric Marsh,Eric,Marsh,1966-04-10,59,Male,Single,Singaporean,Eurasian,Citizen / PR,94219223,ecruz@mcdowell.net,eric.marsh@company.com,IT,Database Administrator,Part-Time,Active,2017-02-16,11,Human Resources
1197,Leah Hicks,Leah,Hicks,1970-07-22,55,Female,Divorced,Singaporean,Others,Citizen / PR,90319594,justin46@gmail.com,leah.hicks@company.com,Service,Front Desk Officer,Part-Time,Probation,2017-05-30,4,Legal
1198,Bradley Smith,Bradley,Smith,1997-11-10,28,Female,Married,Vietnamese,Eurasian,S Pass,96742501,arnoldshane@taylor.org,bradley.smith@company.com,Wholesale,Wholesale Manager,Part-Time,Probation,2021-05-10,17,Marketing
1199,Michael Robbins,Michael,Robbins,1966-03-04,59,Male,Divorced,Bangladeshi,Chinese,Work Permit (WP),96374393,patrick63@gmail.com,michael.robbins@company.com,IT,DevOps Engineer,Contract,Active,2017-11-01,0,Product
1200,Brad Ford,Brad,Ford,1977-10-09,48,Male,Single,Singaporean,Chinese,Citizen / PR,91027716,wwalton@peterson-campbell.biz,brad.ford@company.com,IT,Project Manager,Contract,Probation,2017-01-24,1,Engineering
1201,Charles Wood,Charles,Wood,1965-08-03,60,Male,Single,Singaporean,Others,Citizen / PR,95525148,salinasregina@gmail.com,charles.wood@company.com,Service,Field Service Technician,Full-Time,Resigned,2018-03-21,0,Legal
1202,Philip Barron,Philip,Barron,1974-03-17,51,Male,Divorced,Others,Eurasian,S Pass,94493613,jasonandrade@gmail.com,philip.barron@company.com,Service,Operations Executive,Full-Time,Active,2018-11-30,11,Finance
1203,Lauren Alvarez,Lauren,Alvarez,1996-07-02,29,Male,Divorced,Singaporean,Chinese,Citizen / PR,93425892,changmaria@smith-johnson.com,lauren.alvarez@company.com,Service,Service Coordinator,Part-Time,Resigned,2019-01-22,15,Human Resources
1204,Chelsea Wilson,Chelsea,Wilson,2005-09-04,20,Female,Married,Singaporean,Indian,Citizen / PR,94353287,robert41@hotmail.com,chelsea.wilson@company.com,IT,DevOps Engineer,Full-Time,Active,2024-06-14,17,Sales
1205,Jeffrey Winters,Jeffrey,Winters,1969-09-18,56,Female,Married,Singaporean,Others,Citizen / PR,90560090,clee@mosley.com,jeffrey.winters@company.com,IT,System Analyst,Full-Time,Active,2016-06-03,12,Human Resources
1206,Sarah Diaz,Sarah,Diaz,1985-02-27,40,Male,Divorced,Thai,Others,LTVP,95401150,sduffy@cook.com,sarah.diaz@company.com,Wholesale,Wholesale Manager,Part-Time,Probation,2018-03-25,1,Product
1207,Karen Tran,Karen,Tran,1996-02-22,29,Female,Single,Singaporean,Chinese,Citizen / PR,92729016,dennis50@perez.info,karen.tran@company.com,IT,Database Administrator,Full-Time,Probation,2019-10-02,19,Finance
1208,Holly Barr,Holly,Barr,1985-03-27,40,Male,Single,Singaporean,Malay,Citizen / PR,92532839,zsmith@garcia-davis.com,holly.barr@company.com,Service,Front Desk Officer,Part-Time,Probation,2021-06-04,7,Human Resources
1209,Kelly Jones,Kelly,Jones,2001-12-23,24,Female,Divorced,Singaporean,Others,Citizen / PR,91444567,salassamuel@gmail.com,kelly.jones@company.com,IT,Cloud Architect,Full-Time,Active,2019-06-14,9,Sales
1210,Rachel Rhodes,Rachel,Rhodes,1973-10-17,52,Female,Single,Singaporean,Indian,Citizen / PR,90941362,alexis67@hotmail.com,rachel.rhodes@company.com,Wholesale,Inventory Coordinator,Contract,Active,2023-02-04,6,Legal
1211,Don Schmitt,Don,Schmitt,1986-08-14,39,Male,Married,Singaporean,Malay,Citizen / PR,98959959,abooker@wong-rosales.net,don.schmitt@company.com,Wholesale,Purchasing Executive,Part-Time,Resigned,2025-08-19,18,Legal
1212,Lynn Armstrong,Lynn,Armstrong,1976-06-23,49,Female,Married,Indonesian,Eurasian,Work Permit (WP),91700269,hgonzalez@yahoo.com,lynn.armstrong@company.com,Service,Field Service Technician,Contract,Resigned,2021-07-16,9,Engineering
1213,Joseph Blankenship,Joseph,Blankenship,1966-02-07,59,Male,Married,Singaporean,Indian,Citizen / PR,93823708,rebeccaanderson@haynes-santiago.com,joseph.blankenship@company.com,Service,Field Service Technician,Contract,Resigned,2022-08-07,12,Marketing
1214,Angela Carlson,Angela,Carlson,1973-03-28,52,Female,Married,Singaporean,Others,Citizen / PR,99879733,simmonstaylor@harris.com,angela.carlson@company.com,Service,Front Desk Officer,Part-Time,Probation,2025-08-26,2,Engineering
1215,Diane Hubbard,Diane,Hubbard,2005-07-03,20,Female,Single,Singaporean,Indian,Citizen / PR,96448152,millerkristin@hotmail.com,diane.hubbard@company.com,Service,Customer Service Officer,Full-Time,Probation,2018-12-30,17,Engineering
1216,Joseph Robinson,Joseph,Robinson,1979-12-30,46,Male,Married,Singaporean,Malay,Citizen / PR,95096812,frazieranne@hotmail.com,joseph.robinson@company.com,IT,Project Manager,Part-Time,Probation,2025-01-18,19,IT Support
1217,Jeremy Krause,Jeremy,Krause,1982-07-15,43,Female,Divorced,Singaporean,Others,Citizen / PR,96014644,natasha76@yahoo.com,jeremy.krause@company.com,Service,Field Service Technician,Part-Time,Active,2018-07-12,0,Sales
1218,Alexander Sharp,Alexander,Sharp,1996-03-16,29,Female,Married,Vietnamese,Others,LTVP,93184622,christopher17@morris.org,alexander.sharp@company.com,IT,IT Manager,Full-Time,Resigned,2016-08-09,5,Operations
1219,Michael Johnson,Michael,Johnson,1982-10-18,43,Female,Married,Singaporean,Malay,Citizen / PR,95795389,kyle23@weber-glenn.com,michael.johnson@company.com,IT,Software Engineer,Full-Time,Resigned,2020-02-28,19,Legal
1220,Michael Hernandez,Michael,Hernandez,1987-03-02,38,Male,Single,Singaporean,Others,Citizen / PR,98470261,lori97@mendez.com,michael.hernandez@company.com,Wholesale,Supplier Relations Officer,Contract,Active,2018-04-17,16,Product
1221,Judy Blanchard,Judy,Blanchard,2003-09-07,22,Female,Married,Singaporean,Malay,Citizen / PR,97577119,jessicaluna@gmail.com,judy.blanchard@company.com,Wholesale,Warehouse Manager,Contract,Resigned,2020-01-04,5,Human Resources
1222,Christie Simmons,Christie,Simmons,2001-05-05,24,Male,Divorced,Singaporean,Eurasian,Citizen / PR,98595523,juliewagner@webb-sherman.info,christie.simmons@company.com,IT,DevOps Engineer,Full-Time,Probation,2022-10-29,1,Finance
1223,Katelyn Mendoza,Katelyn,Mendoza,1973-03-16,52,Male,Divorced,Indian,Malay,LTVP,97742583,nicole64@gmail.com,katelyn.mendoza@company.com,Wholesale,Supplier Relations Officer,Part-Time,Probation,2021-04-20,12,Finance
1224,Jill Oconnor,Jill,Oconnor,1973-04-10,52,Female,Divorced,Singaporean,Malay,Citizen / PR,94638180,wilsontammy@gmail.com,jill.oconnor@company.com,Service,Service Coordinator,Part-Time,Resigned,2022-02-23,3,Marketing
1225,Jill Horton,Jill,Horton,1972-02-10,53,Male,Divorced,Singaporean,Eurasian,Citizen / PR,95341839,stephenmarks@pham.com,jill.horton@company.com,Wholesale,Supplier Relations Officer,Contract,Active,2020-03-24,2,Engineering
1226,Sandra Cook,Sandra,Cook,1972-03-19,53,Male,Divorced,Singaporean,Chinese,Citizen / PR,94787635,rgarcia@murphy-thomas.com,sandra.cook@company.com,Wholesale,Inventory Coordinator,Part-Time,Probation,2025-08-26,10,Finance
1227,Danny Fisher,Danny,Fisher,1986-09-04,39,Female,Divorced,Singaporean,Indian,Citizen / PR,98066008,melissa09@miller-wong.com,danny.fisher@company.com,Wholesale,Warehouse Manager,Part-Time,Resigned,2016-07-27,6,Product
1228,Cathy Morris,Cathy,Morris,1996-11-27,29,Female,Married,Singaporean,Chinese,Citizen / PR,95632349,peter79@gmail.com,cathy.morris@company.com,IT,System Analyst,Full-Time,Resigned,2020-11-05,17,Human Resources
1229,Carl Byrd,Carl,Byrd,1977-05-12,48,Female,Single,Singaporean,Indian,Citizen / PR,99663128,figueroamelissa@gmail.com,carl.byrd@company.com,Service,Field Service Technician,Contract,Probation,2024-01-26,6,Human Resources
1230,John Rodgers,John,Rodgers,2004-05-13,21,Male,Married,Singaporean,Eurasian,Citizen / PR,95919646,parkerjennifer@hotmail.com,john.rodgers@company.com,Wholesale,Supplier Relations Officer,Contract,Resigned,2016-12-17,6,IT Support
1231,Wayne Morgan,Wayne,Morgan,1966-03-27,59,Female,Single,Chinese (PRC),Others,LTVP,95870695,matthewdouglas@zuniga.com,wayne.morgan@company.com,Wholesale,Sales Executive,Full-Time,Resigned,2017-06-02,7,Product
1232,Kristin Collins,Kristin,Collins,1972-06-22,53,Female,Divorced,Singaporean,Eurasian,Citizen / PR,99534742,natalie00@newman.com,kristin.collins@company.com,Wholesale,Inventory Coordinator,Full-Time,Probation,2022-02-22,2,Operations
1233,Luis Rodriguez,Luis,Rodriguez,1997-04-16,28,Male,Married,Singaporean,Chinese,Citizen / PR,96658686,rbrooks@gmail.com,luis.rodriguez@company.com,Service,Front Desk Officer,Full-Time,Active,2022-10-20,13,Sales
1234,Antonio Mcclain,Antonio,Mcclain,2002-04-01,23,Male,Married,Others,Chinese,S Pass,94747225,halldiamond@schneider.com,antonio.mcclain@company.com,Wholesale,Wholesale Manager,Full-Time,Active,2021-05-26,17,Marketing
1235,Luis Garcia,Luis,Garcia,1968-06-16,57,Female,Divorced,Indonesian,Chinese,Work Permit (WP),93309130,qwallace@stein-schneider.com,luis.garcia@company.com,Service,Service Coordinator,Contract,Resigned,2018-09-15,17,Finance
1236,Samuel Proctor,Samuel,Proctor,1983-10-16,42,Male,Divorced,Thai,Others,Work Permit (WP),98504582,margaretpatton@miller-perry.com,samuel.proctor@company.com,Service,Service Coordinator,Full-Time,Active,2016-10-13,4,Legal
1237,Sarah Collins,Sarah,Collins,1978-05-31,47,Female,Single,Singaporean,Chinese,Citizen / PR,94144007,rodrigueztrevor@wood.com,sarah.collins@company.com,Service,Front Desk Officer,Part-Time,Active,2020-09-24,12,Operations
1238,Barry Harper,Barry,Harper,1990-04-10,35,Female,Single,Indian,Indian,S Pass,96678062,smithsandra@meyers.com,barry.harper@company.com,IT,Database Administrator,Contract,Probation,2017-02-14,14,Engineering
1239,Robert Taylor,Robert,Taylor,1972-03-01,53,Male,Divorced,Indian,Chinese,S Pass,97023431,fhart@gmail.com,robert.taylor@company.com,IT,DevOps Engineer,Contract,Probation,2016-03-03,5,Finance
1240,Kathy Floyd,Kathy,Floyd,1993-06-05,32,Female,Divorced,Singaporean,Indian,Citizen / PR,91835628,egibbs@phillips.biz,kathy.floyd@company.com,Wholesale,Wholesale Manager,Contract,Resigned,2020-12-05,9,Product
1241,David Soto,David,Soto,2002-11-13,23,Female,Single,Singaporean,Others,Citizen / PR,97712873,andreahernandez@gmail.com,david.soto@company.com,Service,Customer Service Officer,Full-Time,Probation,2020-06-14,3,Product
1242,Kimberly Lyons,Kimberly,Lyons,1997-01-16,28,Male,Single,Filipino,Eurasian,Work Permit (WP),94809311,clutz@gmail.com,kimberly.lyons@company.com,Service,Service Coordinator,Full-Time,Probation,2019-10-06,5,Marketing
1243,Peter Baker,Peter,Baker,2005-08-08,20,Male,Divorced,Vietnamese,Eurasian,LTVP,90222653,melissahenderson@yahoo.com,peter.baker@company.com,IT,Database Administrator,Contract,Resigned,2021-06-24,18,IT Support
1244,Allison Flynn,Allison,Flynn,2004-04-08,21,Female,Single,Singaporean,Malay,Citizen / PR,99923200,jasonmason@lewis-hernandez.com,allison.flynn@company.com,Wholesale,Sales Executive,Full-Time,Probation,2017-11-26,12,Sales
1245,Andrew Nicholson,Andrew,Nicholson,1978-03-12,47,Female,Married,Vietnamese,Others,LTVP,98386815,brownaudrey@jackson-johnson.com,andrew.nicholson@company.com,IT,AI Engineer,Contract,Resigned,2024-12-16,19,Product
1246,Amy Lindsey,Amy,Lindsey,1993-02-04,32,Female,Single,Singaporean,Malay,Citizen / PR,99654301,mitchelllisa@murray.info,amy.lindsey@company.com,Service,Field Service Technician,Part-Time,Probation,2023-03-28,9,Operations
1247,Tiffany Orozco,Tiffany,Orozco,1973-08-29,52,Female,Divorced,Chinese (PRC),Others,S Pass,93998664,wongsamantha@yahoo.com,tiffany.orozco@company.com,Service,Field Service Technician,Full-Time,Resigned,2025-01-27,5,Human Resources
1248,Brittany Lewis,Brittany,Lewis,1966-12-03,59,Male,Married,Singaporean,Malay,Citizen / PR,92091465,lli@gmail.com,brittany.lewis@company.com,Service,Customer Service Officer,Contract,Probation,2019-12-04,10,Human Resources
1249,Maria Johnson,Maria,Johnson,2003-12-09,22,Female,Single,Malaysian,Indian,Employment Pass (EP),92138149,mikayla12@yahoo.com,maria.johnson@company.com,Wholesale,Inventory Coordinator,Part-Time,Resigned,2017-08-14,16,Operations
1250,Angela Williams,Angela,Williams,1983-05-22,42,Male,Divorced,Singaporean,Chinese,Citizen / PR,97013168,mitchellandrea@yahoo.com,angela.williams@company.com,Service,Field Service Technician,Part-Time,Probation,2021-11-10,14,Marketing
1251,Jason Ewing,Jason,Ewing,1990-09-09,35,Male,Married,Indian,Malay,LTVP,94336290,brett66@yahoo.com,jason.ewing@company.com,Wholesale,Supplier Relations Officer,Contract,Active,2018-01-21,12,Legal
1252,Frank Jones,Frank,Jones,1966-05-16,59,Female,Divorced,Singaporean,Eurasian,Citizen / PR,93580963,heatherwatkins@powell.com,frank.jones@company.com,IT,Cloud Architect,Part-Time,Active,2017-01-14,8,Product
1253,Roberto Johnson,Roberto,Johnson,1996-09-07,29,Female,Married,Singaporean,Eurasian,Citizen / PR,94358509,perezbianca@johnson.com,roberto.johnson@company.com,Service,Service Manager,Contract,Resigned,2022-08-17,2,IT Support
1254,Caitlin Nichols,Caitlin,Nichols,1965-07-24,60,Male,Married,Filipino,Indian,S Pass,95429111,andrewjefferson@salazar.info,caitlin.nichols@company.com,Service,Customer Service Officer,Part-Time,Probation,2020-11-16,13,Sales
1255,Caroline Hughes,Caroline,Hughes,1997-06-20,28,Male,Married,Singaporean,Chinese,Citizen / PR,94055394,vchandler@lopez-anderson.biz,caroline.hughes@company.com,Service,Front Desk Officer,Full-Time,Probation,2017-08-26,8,Finance
1256,Cynthia Rogers,Cynthia,Rogers,1990-03-17,35,Female,Married,Filipino,Eurasian,S Pass,97227946,ronnie82@yahoo.com,cynthia.rogers@company.com,IT,Software Engineer,Part-Time,Active,2020-11-19,2,Finance
1257,Joshua Madden,Joshua,Madden,1997-09-26,28,Male,Single,Singaporean,Chinese,Citizen / PR,96984741,margaretthomas@yahoo.com,joshua.madden@company.com,IT,Full Stack Developer,Full-Time,Probation,2023-03-07,2,Finance
1258,Vincent Moon,Vincent,Moon,1971-03-25,54,Male,Married,Singaporean,Others,Citizen / PR,97690284,christina54@rodriguez-dalton.com,vincent.moon@company.com,Service,Operations Executive,Contract,Active,2016-01-24,12,Finance
1259,Chelsea Benton,Chelsea,Benton,1991-02-05,34,Male,Married,Singaporean,Indian,Citizen / PR,94538689,rmichael@yahoo.com,chelsea.benton@company.com,Wholesale,Purchasing Executive,Part-Time,Resigned,2025-04-24,9,Human Resources
1260,Marcia Davis,Marcia,Davis,2000-12-16,25,Female,Married,Singaporean,Malay,Citizen / PR,99511204,kylefoley@hotmail.com,marcia.davis@company.com,IT,Network Engineer,Part-Time,Resigned,2025-03-10,10,Finance
1261,Amanda Clark,Amanda,Clark,1985-04-18,40,Male,Divorced,Singaporean,Malay,Citizen / PR,99458786,joshuamorris@yahoo.com,amanda.clark@company.com,Wholesale,Sales Executive,Part-Time,Probation,2021-01-13,6,Human Resources
